P,S,Q,PF
79.7531,357.284,348.269,0.22322
1.73726,5.60353,5.32742,1.#QNAN
1.70374,5.30007,5.01876,1.#QNAN
1.49363,4.65027,4.40387,1.#QNAN
1.34689,4.65377,4.4546,1.#QNAN
1.52834,4.91456,4.67088,1.#QNAN
1.94791,4.86704,4.46024,1.#QNAN
1.87402,5.00335,4.63914,1.#QNAN
1.77609,4.67555,4.32507,1.#QNAN
1.69665,4.99457,4.69757,1.#QNAN
1.65642,4.83906,4.54674,1.#QNAN
1.74963,5.24828,4.94805,1.#QNAN
1.91631,5.20461,4.83898,1.#QNAN
1.60045,6.0895,5.87542,1.#QNAN
1.69891,4.62909,4.30606,1.#QNAN
1.641,5.11475,4.84435,1.#QNAN
1.21208,4.23326,4.05603,1.#QNAN
1.63505,4.07894,3.73689,1.#QNAN
1.7692,6.10797,5.84613,1.#QNAN
1.49612,4.70543,4.46124,1.#QNAN
1.52527,4.31161,4.03281,1.#QNAN
1.66965,5.1802,4.90375,1.#QNAN
1.62794,4.47149,4.16462,1.#QNAN
1.50713,4.99868,4.76607,1.#QNAN
1.76479,4.50717,4.1473,1.#QNAN
1.75864,4.74915,4.41154,1.#QNAN
1.36701,5.0204,4.8307,1.#QNAN
1.51912,5.26108,5.03699,1.#QNAN
1.99292,4.94186,4.5222,1.#QNAN
1.70555,4.8951,4.58836,1.#QNAN
1.54019,4.37311,4.09291,1.#QNAN
1.82011,4.8771,4.52475,1.#QNAN
1.47773,4.75357,4.51805,1.#QNAN
1002.55,1268.5,777.164,-0.790343
1590.94,1590.91,0,1
1590.75,1590.78,8.9861,0.999984
1590.73,1590.81,15.5081,0.999952
1588.5,1588.62,19.7421,0.999923
1586.89,1587.01,19.564,0.999924
476.705,877.384,736.584,0.543325
1.62491,4.35297,4.03832,1.#QNAN
1.87365,5.28944,4.94648,1.#QNAN
1.93405,4.52038,4.08574,1.#QNAN
1.72829,5.60085,5.32752,1.#QNAN
1.56297,4.90579,4.65015,1.#QNAN
1.57357,4.27836,3.97847,1.#QNAN
1.75712,5.53791,5.25176,1.#QNAN
1.60376,4.90744,4.63798,1.#QNAN
1.74501,5.05465,4.74388,1.#QNAN
1.48003,4.47092,4.21884,1.#QNAN
1.39977,4.53394,4.31245,1.#QNAN
2.11805,5.22204,4.77322,1.#QNAN
1.76317,4.40434,4.03602,1.#QNAN
2.0156,5.08124,4.66437,1.#QNAN
1.96168,5.22647,4.84436,1.#QNAN
1.37362,4.50182,4.28714,1.#QNAN
1.90663,5.36453,5.01427,1.#QNAN
1.78874,4.53097,4.16294,1.#QNAN
1.75289,5.66281,5.38468,1.#QNAN
2.00204,5.77982,5.42201,1.#QNAN
1.87384,4.98566,4.62012,1.#QNAN
2.06952,4.97286,4.52177,1.#QNAN
1.78947,5.05426,4.72687,1.#QNAN
1.78614,6.00621,5.73449,1.#QNAN
1.68444,4.9037,4.60532,1.#QNAN
1.7474,5.58376,5.3033,1.#QNAN
1.67603,5.01422,4.72582,1.#QNAN
1.75314,4.59504,4.24746,1.#QNAN
1.91264,4.52973,4.10613,1.#QNAN
1.81452,5.35975,5.04326,1.#QNAN
1.63995,5.15961,4.89205,1.#QNAN
1.78476,4.2476,3.85445,1.#QNAN
1.83236,4.1928,3.77121,1.#QNAN
1.93574,4.56178,4.1307,1.#QNAN
1.86234,4.85937,4.48834,1.#QNAN
1.68597,5.08677,4.79924,1.#QNAN
1219.98,1396.88,680.377,0.873363
1591.33,1591.37,11.0114,0.999976
1590.46,1590.45,0,1
1589.25,1589.31,14.4222,0.999959
1589.48,1589.59,18.7483,0.99993
666.377,1035.17,792.156,0.643739
1.55231,4.71498,4.45211,1.#QNAN
1.5725,6.09259,5.88616,1.#QNAN
1.53382,6.13768,5.94294,1.#QNAN
1.58134,4.23014,3.92345,1.#QNAN
1.57801,4.48746,4.20085,1.#QNAN
1.83953,4.9166,4.55951,1.#QNAN
1.88083,4.93683,4.56451,1.#QNAN
1.63296,4.76829,4.47996,1.#QNAN
1.64717,3.99367,3.63816,1.#QNAN
1.69674,4.93668,4.63594,1.#QNAN
1.86762,5.98242,5.68343,1.#QNAN
1.91048,4.7116,4.30688,1.#QNAN
1.64716,4.63343,4.33077,1.#QNAN
1.80409,5.30147,4.98506,1.#QNAN
1.91869,5.02946,4.64909,1.#QNAN
1.6802,5.37449,5.10511,1.#QNAN
1.77183,4.85334,4.51835,1.#QNAN
1.53138,5.04782,4.80992,1.#QNAN
1.99328,5.40601,5.02511,1.#QNAN
1.47034,5.51487,5.31525,1.#QNAN
1.69359,4.68662,4.36992,1.#QNAN
1.82414,5.81987,5.52661,1.#QNAN
1.73134,4.5197,4.17494,1.#QNAN
1.54496,4.41882,4.13994,1.#QNAN
1.57827,4.36094,4.06532,1.#QNAN
1.63995,5.06686,4.79413,1.#QNAN
1.45118,4.41092,4.16536,1.#QNAN
1477.02,1535.57,420.007,0.961867
1595.66,1595.67,4.4441,0.999996
1597.73,1597.74,3,0.999998
1597.22,1597.21,0,1
1596.23,1596.19,0,1
1435.65,1515.44,485.235,0.947352
1.38013,26.5123,26.4764,1.#QNAN
1.68234,5.69716,5.4431,1.#QNAN
2.05381,5.6935,5.31016,1.#QNAN
1.826,4.60406,4.22647,1.#QNAN
1.89999,5.59537,5.26291,1.#QNAN
1.78778,5.0945,4.77051,1.#QNAN
1.30277,4.61166,4.42382,1.#QNAN
1.82789,5.07101,4.73011,1.#QNAN
1.49853,4.50228,4.24558,1.#QNAN
1.83074,4.93665,4.58464,1.#QNAN
1.67915,5.56414,5.30473,1.#QNAN
1.89277,5.1938,4.83663,1.#QNAN
2.00793,5.37075,4.98128,1.#QNAN
1.61659,4.61045,4.31774,1.#QNAN
1.77295,4.81078,4.47216,1.#QNAN
1.89208,4.67966,4.2801,1.#QNAN
1.80955,5.64353,5.34556,1.#QNAN
1.50141,4.29417,4.02314,1.#QNAN
1.63921,5.39902,5.14416,1.#QNAN
1.57708,5.4844,5.25276,1.#QNAN
1.58125,5.11887,4.86852,1.#QNAN
1.78152,6.82963,6.59318,1.#QNAN
1.7058,5.11423,4.82137,1.#QNAN
1.60082,5.4395,5.19861,1.#QNAN
1.62735,5.47057,5.22291,1.#QNAN
1.62821,4.9212,4.64404,1.#QNAN
1.84771,5.41999,5.09531,1.#QNAN
1.75707,4.27835,3.9009,1.#QNAN
1.52553,4.00241,3.70027,1.#QNAN
1.68727,5.35174,5.0788,1.#QNAN
1.9419,4.80804,4.39844,1.#QNAN
1.68399,5.28488,5.00941,1.#QNAN
1.65434,4.95565,4.67136,1.#QNAN
1.63994,4.34532,4.02398,1.#QNAN
1.56494,4.52222,4.24281,1.#QNAN
1.49277,4.87026,4.63585,1.#QNAN
1.54243,5.35589,5.12898,1.#QNAN
1.60874,5.20277,4.9478,1.#QNAN
1.60985,4.96645,4.6983,1.#QNAN
1.80679,4.84303,4.49338,1.#QNAN
1.73944,5.91902,5.65767,1.#QNAN
1.85592,4.78776,4.41341,1.#QNAN
1.72604,4.58004,4.24236,1.#QNAN
1.56685,4.5756,4.29896,1.#QNAN
637.652,1014.84,789.488,0.62833
1595.43,1595.38,0,1
1595.21,1595.24,8.61684,0.999985
1594.24,1594.3,13.2947,0.999965
1592.94,1592.97,9.9373,0.999981
1592.98,1593.05,14.8661,0.999956
