P,S,Q,PF
615.911,637.546,164.677,-0.966065
614.771,636.302,164.124,-0.966163
614.297,635.689,163.519,-0.96635
614.574,635.911,163.346,-0.966446
613.667,635.292,164.342,-0.965961
613.338,634.772,163.56,-0.966234
613.921,635.558,164.423,-0.965956
613.43,634.984,164.037,-0.966056
613.459,634.821,163.297,-0.96635
613.719,635.315,164.239,-0.966007
613.54,634.985,163.632,-0.966227
612.956,634.24,162.925,-0.966443
613.707,635.048,163.246,-0.966395
613.434,634.74,163.073,-0.966435
612.954,634.134,162.525,-0.966599
614.091,635.272,162.675,-0.966658
613.98,635.26,163.046,-0.966502
614.006,635.234,162.848,-0.966582
614.777,636.058,163.151,-0.966543
614.738,636.123,163.551,-0.966383
614.456,635.65,162.773,-0.966658
615.21,636.668,163.9,-0.966296
615.047,636.674,164.533,-0.966031
614.645,636.155,164.026,-0.966188
615.631,636.933,163.349,-0.966554
615.646,637.178,164.242,-0.966208
615.106,636.432,163.371,-0.966492
615.559,636.697,162.698,-0.9668
616.156,637.479,163.496,-0.966551
615.979,637.128,162.792,-0.966807
616.518,637.513,162.264,-0.967066
617.095,638.194,162.745,-0.966939
616.727,637.747,162.386,-0.96704
617.213,638.279,162.63,-0.966995
617.947,639.226,163.56,-0.966711
617.804,639.079,163.521,-0.966711
618.101,639.25,163.07,-0.966916
618.409,639.579,163.192,-0.9669
618.07,639.354,163.594,-0.96671
617.671,638.75,162.741,-0.966999
617.937,639.069,162.982,-0.966933
617.936,639.132,163.23,-0.966837
617.553,638.72,163.067,-0.966861
617.982,639.116,162.995,-0.966932
618.056,639.507,164.245,-0.966457
617.824,639.193,163.893,-0.966569
617.863,639.146,163.56,-0.966702
618.454,639.823,163.977,-0.966601
618.045,639.309,163.512,-0.966739
618.207,639.573,163.931,-0.966594
618.767,640.27,164.54,-0.966415
618.679,640.284,164.926,-0.966256
618.536,640.147,164.929,-0.96624
619.267,640.828,164.83,-0.966354
619.374,641.278,166.173,-0.965843
618.958,640.738,165.637,-0.966009
619.193,640.803,165.009,-0.966277
