P,S,Q,PF
107.972,173.116,135.318,0.623699
107.944,173.041,135.246,0.623805
107.998,173.008,135.161,0.624234
107.846,173.066,135.355,0.62315
107.831,173.036,135.33,0.623168
107.808,173.008,135.312,0.623134
107.927,173.152,135.401,0.623307
107.881,173.217,135.521,0.622807
107.844,173.198,135.525,0.622666
107.828,173.204,135.545,0.622553
107.751,173.245,135.66,0.621957
107.732,173.281,135.721,0.621718
107.494,173.078,135.65,0.621073
107.671,173.076,135.508,0.622101
107.676,173.081,135.51,0.622113
107.65,172.979,135.399,0.622333
107.759,173.101,135.47,0.622519
107.62,173.159,135.654,0.621508
107.708,173.144,135.565,0.622072
107.614,172.809,135.211,0.622735
107.601,172.983,135.444,0.622031
107.504,173.219,135.822,0.620627
107.62,173.261,135.784,0.621143
107.531,173.349,135.967,0.620312
107.53,173.384,136.012,0.620185
107.519,173.254,135.856,0.620584
107.657,173.654,136.256,0.61995
107.541,173.672,136.371,0.619218
107.549,173.433,136.059,0.620119
107.544,173.477,136.12,0.619933
107.596,173.548,136.169,0.619977
107.478,173.51,136.214,0.619436
107.39,173.315,136.035,0.619622
107.285,173.208,135.982,0.6194
107.358,173.203,135.917,0.619841
107.275,173.122,135.879,0.619652
107.237,173.009,135.765,0.619837
107.185,173.06,135.872,0.619353
107.194,173.107,135.925,0.619234
107.234,173.011,135.77,0.619811
107.303,173.135,135.874,0.619766
107.328,173.102,135.813,0.620028
107.474,173.45,136.141,0.619622
107.384,173.378,136.12,0.619364
107.266,173.203,135.991,0.619305
107.253,173.212,136.011,0.619202
107.292,173.235,136.01,0.619344
107.237,173.076,135.851,0.619594
107.072,172.942,135.81,0.619124
107.19,173.209,136.057,0.618849
107.125,173.142,136.023,0.618713
107.112,173.056,135.924,0.618944
107.03,173.117,136.066,0.618253
107.013,173.205,136.192,0.617838
107.007,173.49,136.559,0.616791
107.026,173.467,136.515,0.616979
107.003,173.409,136.459,0.617055
107.241,173.59,136.502,0.617786
107.191,173.532,136.468,0.617703
107.106,173.503,136.497,0.617314
106.968,173.148,136.154,0.617784
106.945,172.988,135.969,0.618222
106.905,173.045,136.073,0.617785
106.796,172.772,135.811,0.618134
106.93,172.822,135.769,0.618732
106.89,172.845,135.83,0.618419
106.924,172.717,135.641,0.619069
106.93,172.696,135.609,0.619181
106.878,172.376,135.243,0.620026
106.987,172.322,135.087,0.620855
106.864,172.331,135.196,0.620108
106.964,172.286,135.06,0.620851
106.788,172.268,135.177,0.619892
106.884,172.308,135.151,0.620308
106.73,172.371,135.353,0.619187
106.816,172.17,135.029,0.62041
106.844,172.213,135.062,0.620418
106.794,172.196,135.08,0.620187
106.752,172.109,135.002,0.62026
106.628,172.154,135.157,0.619375
106.543,171.911,134.915,0.619756
106.687,172.244,135.225,0.619396
106.625,172.377,135.444,0.618557
106.581,172.163,135.206,0.619069
106.538,172.293,135.406,0.61835
106.609,172.313,135.375,0.618694
106.7,172.619,135.692,0.618126
106.637,172.69,135.832,0.617508
106.574,172.563,135.72,0.617595
106.729,172.737,135.82,0.617871
106.813,172.822,135.862,0.618052
106.802,172.931,136.009,0.617601
106.59,172.68,135.856,0.617267
106.661,174.165,137.684,0.612413
106.787,174.393,137.875,0.612335
106.603,174.264,137.855,0.611729
106.405,173.953,137.614,0.611686
106.383,173.983,137.669,0.611458
106.339,173.767,137.43,0.611963
106.206,173.719,137.472,0.611368
106.138,173.653,137.442,0.611204
106.339,173.902,137.601,0.611485
106.338,174.038,137.773,0.611006
106.511,174.32,137.996,0.611009
106.401,174.233,137.971,0.61068
106.591,174.197,137.779,0.6119
106.572,174.497,138.172,0.61074
106.512,174.429,138.133,0.610633
